,AppID,Name,Supported languages,Release date,Windows,Mac,Linux,Categories,Tags,Genres,metadata_win,metadata_linux,metadata_mac,full_metadata
18272,1575670,SNK VS. CAPCOM: THE MATCH OF THE MILLENNIUM,English Japanese,"Sep 29, 2021",True,False,False,"Single-player,Multi-player,Steam Achievements,Full controller support,Remote Play Together","Action,Casual,2D Fighter,2D,Cute,Anime,Pixel Graphics,1990's,Multiplayer,Singleplayer","Action,Casual", Windows , , ,SNK VS. CAPCOM: THE MATCH OF THE MILLENNIUM English Japanese Single-player Multi-player Steam Achievements Full controller support Remote Play Together Action Casual 2D Fighter 2D Cute Anime Pixel Graphics 1990 s Multiplayer Singleplayer Action Casual  Windows     
8485,1691890,Higgs Boson: Timed Puzzle,English,"Sep 29, 2021",True,False,False,"Single-player,Steam Achievements","Casual,Minimalist,Puzzle,Relaxing,Short,Logic,Abstract,Colorful,Point & Click,Clicker,Experimental,Touch-Friendly,Mouse only,Programming,Science,2D,Singleplayer",Casual, Windows , , ,Higgs Boson: Timed Puzzle English Single-player Steam Achievements Casual Minimalist Puzzle Relaxing Short Logic Abstract Colorful Point & Click Clicker Experimental Touch-Friendly Mouse only Programming Science 2D Singleplayer Casual  Windows     
23949,1252830,A Juggler's Tale,English German French Italian Spanish - Spain Japanese Korean Portuguese - Brazil Russian Simplified Chinese,"Sep 29, 2021",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Atmospheric,Fantasy,Story Rich,Beautiful,Platformer,Narration,Puzzle-Platformer,Medieval,Female Protagonist,Physics,Adventure,Indie,Singleplayer,Action","Action,Adventure,Indie", Windows , , ,A Juggler s Tale English German French Italian Spanish - Spain Japanese Korean Portuguese - Brazil Russian Simplified Chinese Single-player Steam Achievements Full controller support Steam Cloud Atmospheric Fantasy Story Rich Beautiful Platformer Narration Puzzle-Platformer Medieval Female Protagonist Physics Adventure Indie Singleplayer Action Action Adventure Indie  Windows     
26930,1131930,BARRICADEZ,Japanese English Simplified Chinese Traditional Chinese Thai Russian Korean,"Sep 29, 2021",True,True,False,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Strategy,Indie,Tower Defense,Zombies,Base-Building,Resource Management,Building,Crafting,Singleplayer,Early Access,Real-Time with Pause,Post-apocalyptic,Tactical,Automation,2D,Experimental,Collectathon,Survival,Mining,Physics","Indie,Simulation,Strategy", Windows , , Mac ,BARRICADEZ Japanese English Simplified Chinese Traditional Chinese Thai Russian Korean Single-player Steam Achievements Partial Controller Support Steam Cloud Strategy Indie Tower Defense Zombies Base-Building Resource Management Building Crafting Singleplayer Early Access Real-Time with Pause Post-apocalyptic Tactical Automation 2D Experimental Collectathon Survival Mining Physics Indie Simulation Strategy  Windows     Mac 
24006,488860,MADNESS: Project Nexus,English,"Sep 29, 2021",True,False,False,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play Together","Gore,Arena Shooter,Gun Customization,Shooter,Beat 'em up,Hack and Slash,Funny,Character Customization,3D,Third Person,Third-Person Shooter,Controller,Action,Combat,Blood,Violent,Atmospheric,Co-op,Local Co-Op,Dark","Action,Indie", Windows , , ,MADNESS: Project Nexus English Single-player Multi-player Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Steam Cloud Remote Play Together Gore Arena Shooter Gun Customization Shooter Beat  em up Hack and Slash Funny Character Customization 3D Third Person Third-Person Shooter Controller Action Combat Blood Violent Atmospheric Co-op Local Co-Op Dark Action Indie  Windows     
15979,1277500,Skeletal Avenger,English French Italian German Spanish - Spain Finnish Japanese Korean Russian Simplified Chinese,"Sep 29, 2021",True,True,False,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together","Exploration,Action Roguelike,Hack and Slash,Mystery Dungeon,Rogue-lite,Dungeon Crawler,Perma Death,3D Fighter,RPG,Rogue-like,Character Customization,Character Action Game,3D,Top-Down,Dark Humor,Funny,Horror,Underground,Controller,Procedural Generation","Action,Adventure,Indie,RPG", Windows , , Mac ,Skeletal Avenger English French Italian German Spanish - Spain Finnish Japanese Korean Russian Simplified Chinese Single-player Multi-player Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Full controller support Steam Trading Cards Steam Cloud Remote Play on TV Remote Play Together Exploration Action Roguelike Hack and Slash Mystery Dungeon Rogue-lite Dungeon Crawler Perma Death 3D Fighter RPG Rogue-like Character Customization Character Action Game 3D Top-Down Dark Humor Funny Horror Underground Controller Procedural Generation Action Adventure Indie RPG  Windows     Mac 
9903,1478670,Smashing time,English French Italian German Spanish - Spain Arabic Bulgarian Simplified Chinese Traditional Chinese Korean Danish Spanish - Latin America Finnish Greek Hungarian Japanese Norwegian Dutch Polish Portuguese Portuguese - Brazil Romanian Russian Swedish Czech Thai Turkish Ukrainian Vietnamese,"Sep 29, 2021",True,False,False,"Single-player,Steam Achievements,Stats","Simulation,Destruction,Casual,Immersive Sim,Relaxing,Sandbox,Physics,3D,VR,First-Person,Boxing,Combat,Open World,Singleplayer,Walking Simulator","Casual,Simulation", Windows , , ,Smashing time English French Italian German Spanish - Spain Arabic Bulgarian Simplified Chinese Traditional Chinese Korean Danish Spanish - Latin America Finnish Greek Hungarian Japanese Norwegian Dutch Polish Portuguese Portuguese - Brazil Romanian Russian Swedish Czech Thai Turkish Ukrainian Vietnamese Single-player Steam Achievements Stats Simulation Destruction Casual Immersive Sim Relaxing Sandbox Physics 3D VR First-Person Boxing Combat Open World Singleplayer Walking Simulator Casual Simulation  Windows     
24719,1755980,Momentum,English,"Sep 29, 2021",True,False,False,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together",,Racing, Windows , , ,Momentum English Single-player Multi-player PvP Shared/Split Screen PvP Shared/Split Screen Full controller support Remote Play Together  Racing  Windows     
17787,662960,Mysteria ~Occult Shadows~,Simplified Chinese Japanese English Traditional Chinese,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Sexual Content,Anime,Female Protagonist,RPG,Adventure,Nudity,Indie,Hack and Slash,Gore,Violent,Cute,Mature,JRPG,Early Access,Singleplayer,Mythology","Action,Adventure,Indie,RPG", Windows , , ,Mysteria ~Occult Shadows~ Simplified Chinese Japanese English Traditional Chinese Single-player Steam Achievements Steam Trading Cards Partial Controller Support Action Sexual Content Anime Female Protagonist RPG Adventure Nudity Indie Hack and Slash Gore Violent Cute Mature JRPG Early Access Singleplayer Mythology Action Adventure Indie RPG  Windows     
34626,418530,Spelunky 2,English French Italian German Spanish - Spain Portuguese - Brazil Spanish - Latin America Japanese Korean Russian Simplified Chinese Traditional Chinese,"Sep 29, 2020",True,False,False,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Platformer,2D Platformer,Perma Death,Action Roguelike,Online Co-Op,Co-op,Difficult,Indie,Replay Value,Rogue-lite,Procedural Generation,4 Player Local,PvP,Local Co-Op,Action,Rogue-like,2D,Cute,Side Scroller,Funny","Action,Indie", Windows , , ,Spelunky 2 English French Italian German Spanish - Spain Portuguese - Brazil Spanish - Latin America Japanese Korean Russian Simplified Chinese Traditional Chinese Single-player Multi-player PvP Shared/Split Screen PvP Co-op Online Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Full controller support Steam Trading Cards Steam Cloud Remote Play on Phone Remote Play on Tablet Remote Play on TV Remote Play Together Platformer 2D Platformer Perma Death Action Roguelike Online Co-Op Co-op Difficult Indie Replay Value Rogue-lite Procedural Generation 4 Player Local PvP Local Co-Op Action Rogue-like 2D Cute Side Scroller Funny Action Indie  Windows     
11595,1373500,Mist of the Undead,English,"Sep 29, 2020",True,False,False,Single-player,"Singleplayer,Zombies,Survival,First-Person,FPS,Casual,Shoot 'Em Up,Physics,PvE,Arcade,Horror,Survival Horror,Tutorial,RPG,Action RPG,Realistic,Cinematic,Supernatural,Music,Free to Play","Action,Casual,Free to Play,Indie,RPG", Windows , , ,Mist of the Undead English Single-player Singleplayer Zombies Survival First-Person FPS Casual Shoot  Em Up Physics PvE Arcade Horror Survival Horror Tutorial RPG Action RPG Realistic Cinematic Supernatural Music Free to Play Action Casual Free to Play Indie RPG  Windows     
6795,1397940,Prototype ONE DAY I AM,French English,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements","Adventure,Open World,Action,Exploration,Shooter,3D Platformer,First-Person,3D,Driving,Indie,FPS,Violent,Singleplayer,Free to Play","Action,Adventure,Indie", Windows , , ,Prototype ONE DAY I AM French English Single-player Steam Achievements Adventure Open World Action Exploration Shooter 3D Platformer First-Person 3D Driving Indie FPS Violent Singleplayer Free to Play Action Adventure Indie  Windows     
8494,794960,The Sojourn,English French Italian German Spanish - Spain Portuguese - Brazil Russian Simplified Chinese,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Puzzle,Atmospheric,First-Person,Adventure,Indie,Stylized,Relaxing,Singleplayer,Colorful,Mystery,Surreal,3D,Philosophical,Dark,Family Friendly,Puzzle-Platformer,Walking Simulator,Exploration,Great Soundtrack,Story Rich","Adventure,Indie", Windows , , ,The Sojourn English French Italian German Spanish - Spain Portuguese - Brazil Russian Simplified Chinese Single-player Steam Achievements Full controller support Steam Trading Cards Steam Cloud Puzzle Atmospheric First-Person Adventure Indie Stylized Relaxing Singleplayer Colorful Mystery Surreal 3D Philosophical Dark Family Friendly Puzzle-Platformer Walking Simulator Exploration Great Soundtrack Story Rich Adventure Indie  Windows     
6353,1409370,Psych,English,"Sep 29, 2020",True,False,False,Single-player,"Action,Adventure,Casual,Shooter,3D,Cartoony,Cute,Stylized,Third Person,Aliens,Free to Play,Atmospheric,Indie,Combat,PvE,Singleplayer,Sci-fi,Space,Funny,Memes","Action,Free to Play,Indie", Windows , , ,Psych English Single-player Action Adventure Casual Shooter 3D Cartoony Cute Stylized Third Person Aliens Free to Play Atmospheric Indie Combat PvE Singleplayer Sci-fi Space Funny Memes Action Free to Play Indie  Windows     
30725,1242710,Simplode Suite,English French Italian German Arabic Bulgarian Czech Danish Dutch Finnish Greek Hungarian Japanese Korean Norwegian Polish Portuguese - Brazil Romanian Russian Simplified Chinese Spanish - Latin America Swedish Thai Traditional Chinese Turkish Ukrainian Vietnamese Spanish - Spain Portuguese,"Sep 29, 2020",True,False,False,Steam Achievements,"Casual,Utilities,Audio Production,Video Production,Free to Play,Software,Atmospheric,Stylized,Experimental","Casual,Audio Production,Utilities,Video Production", Windows , , ,Simplode Suite English French Italian German Arabic Bulgarian Czech Danish Dutch Finnish Greek Hungarian Japanese Korean Norwegian Polish Portuguese - Brazil Romanian Russian Simplified Chinese Spanish - Latin America Swedish Thai Traditional Chinese Turkish Ukrainian Vietnamese Spanish - Spain Portuguese Steam Achievements Casual Utilities Audio Production Video Production Free to Play Software Atmospheric Stylized Experimental Casual Audio Production Utilities Video Production  Windows     
25036,1278690,Firefighters - Airport Heroes,English French German Spanish - Spain,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support","Simulation,Singleplayer,First-Person,Driving,3D,Life Sim,Relaxing",Simulation, Windows , , ,Firefighters - Airport Heroes English French German Spanish - Spain Single-player Steam Achievements Full controller support Simulation Singleplayer First-Person Driving 3D Life Sim Relaxing Simulation  Windows     
12105,1082680,The Walking Dead Onslaught,English,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,VR,Adventure,RPG,Zombies,Indie,Gore,Violent,Shooter,Simulation,Singleplayer,Co-op Campaign,Horror,Survival,VR Only","Action,Adventure,Indie,RPG,Simulation", Windows , , ,The Walking Dead Onslaught English Single-player Steam Achievements Steam Trading Cards Steam Cloud Action VR Adventure RPG Zombies Indie Gore Violent Shooter Simulation Singleplayer Co-op Campaign Horror Survival VR Only Action Adventure Indie RPG Simulation  Windows     
9848,1273180,Glory Horse Racing,English French Italian Spanish - Spain Simplified Chinese Japanese,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Steam Leaderboards","Sports,Simulation,Competitive,Horses,Singleplayer,Relaxing,Real-Time,Score Attack,Management",Sports, Windows , , ,Glory Horse Racing English French Italian Spanish - Spain Simplified Chinese Japanese Single-player Steam Achievements Steam Leaderboards Sports Simulation Competitive Horses Singleplayer Relaxing Real-Time Score Attack Management Sports  Windows     
34467,1346800,PERFECT MATTER,English,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support","Action,Arena Shooter,Twin Stick Shooter,Arcade,PvE,Bullet Hell,Shooter,Character Customization,3D,2.5D,Top-Down,Cyberpunk,Colorful,Abstract,Space,Sci-fi,Science,Retro,Futuristic,Dark","Action,Casual,Indie", Windows , , ,PERFECT MATTER English Single-player Steam Achievements Full controller support Action Arena Shooter Twin Stick Shooter Arcade PvE Bullet Hell Shooter Character Customization 3D 2.5D Top-Down Cyberpunk Colorful Abstract Space Sci-fi Science Retro Futuristic Dark Action Casual Indie  Windows     
21973,1384380,KUUKIYOMI 2: Consider It More! - New Era,English Simplified Chinese Traditional Chinese Japanese Korean,"Sep 29, 2020",True,False,False,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play Together","Casual,Simulation,Anime,Cartoon,Comedy,Indie,Parody,Funny,Atmospheric,Singleplayer,Multiplayer,Local Multiplayer,Local Co-Op,Co-op,Online Co-Op,Sexual Content","Casual,Indie,Simulation", Windows , , ,KUUKIYOMI 2: Consider It More! - New Era English Simplified Chinese Traditional Chinese Japanese Korean Single-player Multi-player Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Steam Cloud Remote Play Together Casual Simulation Anime Cartoon Comedy Indie Parody Funny Atmospheric Singleplayer Multiplayer Local Multiplayer Local Co-Op Co-op Online Co-Op Sexual Content Casual Indie Simulation  Windows     
2028,1067430,Beam,English German Russian,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Precision Platformer,2.5D,Difficult,Sci-fi,Physics,Indie,Puzzle-Platformer,Action,Adventure,Funny,Dark Humor,2D Platformer,Singleplayer,Platformer,Atmospheric,Science,Story Rich,Action-Adventure,Puzzle,Logic","Action,Adventure,Indie", Windows , , ,Beam English German Russian Single-player Steam Achievements Full controller support Steam Cloud Precision Platformer 2.5D Difficult Sci-fi Physics Indie Puzzle-Platformer Action Adventure Funny Dark Humor 2D Platformer Singleplayer Platformer Atmospheric Science Story Rich Action-Adventure Puzzle Logic Action Adventure Indie  Windows     
317,1228870,Bartlow's Dread Machine,English French Italian German Spanish - Spain Portuguese,"Sep 29, 2020",True,False,False,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","Action,Arcade,Shooter,Steampunk,Singleplayer,Twin Stick Shooter,Indie,Co-op,Local Co-Op,Retro,Bullet Hell,Top-Down Shooter,Stylized,Third Person,Alternate History,Shoot 'Em Up",Action, Windows , , ,Bartlow s Dread Machine English French Italian German Spanish - Spain Portuguese Single-player Multi-player Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Full controller support Steam Cloud Remote Play Together Action Arcade Shooter Steampunk Singleplayer Twin Stick Shooter Indie Co-op Local Co-Op Retro Bullet Hell Top-Down Shooter Stylized Third Person Alternate History Shoot  Em Up Action  Windows     
33958,1382350,The Beast of Stormy Forest,English,"Sep 29, 2020",True,False,False,Single-player,"Adventure,VR,Detective,Puzzle,Strategy,Singleplayer,Mystery,Investigation,Time Travel,Atmospheric,Interactive Fiction,Indie,First-Person,Dark,Supernatural,6DOF,Story Rich,VR Only","Adventure,Indie,Strategy", Windows , , ,The Beast of Stormy Forest English Single-player Adventure VR Detective Puzzle Strategy Singleplayer Mystery Investigation Time Travel Atmospheric Interactive Fiction Indie First-Person Dark Supernatural 6DOF Story Rich VR Only Adventure Indie Strategy  Windows     
28891,726490,Projection: First Light,English French Italian German Spanish - Spain Dutch Japanese Korean Portuguese - Brazil Russian Simplified Chinese Traditional Chinese Turkish Arabic,"Sep 29, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Indie,Adventure,Action,Casual,2D,Platformer,Story Rich,Great Soundtrack,Colorful,Cute,Family Friendly,Beautiful","Action,Adventure,Casual,Indie", Windows , , ,Projection: First Light English French Italian German Spanish - Spain Dutch Japanese Korean Portuguese - Brazil Russian Simplified Chinese Traditional Chinese Turkish Arabic Single-player Steam Achievements Full controller support Steam Cloud Indie Adventure Action Casual 2D Platformer Story Rich Great Soundtrack Colorful Cute Family Friendly Beautiful Action Adventure Casual Indie  Windows     
2302,1363770,Escape Quest,English French Spanish - Spain Japanese Russian,"Sep 29, 2020",True,False,False,"Single-player,Multi-player,Co-op,Online Co-op","Puzzle,Multiplayer,Singleplayer,Fantasy,Hidden Object,Co-op,Online Co-Op,Stylized,Exploration,Adventure,Indie,Mystery,Casual,First-Person",Indie, Windows , , ,Escape Quest English French Spanish - Spain Japanese Russian Single-player Multi-player Co-op Online Co-op Puzzle Multiplayer Singleplayer Fantasy Hidden Object Co-op Online Co-Op Stylized Exploration Adventure Indie Mystery Casual First-Person Indie  Windows     
9166,1295740,Mine Dungeon2 ~Rurumu's trip~,English Japanese Traditional Chinese,"Sep 29, 2020",True,False,False,"Single-player,Partial Controller Support","Action,Puzzle,Anime,Singleplayer,Indie,Cute","Action,Indie", Windows , , ,Mine Dungeon2 ~Rurumu s trip~ English Japanese Traditional Chinese Single-player Partial Controller Support Action Puzzle Anime Singleplayer Indie Cute Action Indie  Windows     
30245,983450,Astral Towers,English Russian,"Sep 29, 2020",True,False,True,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together","Strategy,Indie,Card Game,Puzzle,Fantasy,Card Battler,Board Game,2D,Hand-drawn,Local Multiplayer,Singleplayer,Magic,Adventure,PvP,Artificial Intelligence,PvE,Turn-Based Combat","Adventure,Indie,Strategy", Windows , Linux , ,Astral Towers English Russian Single-player Multi-player PvP Shared/Split Screen PvP Shared/Split Screen Steam Achievements Partial Controller Support Remote Play Together Strategy Indie Card Game Puzzle Fantasy Card Battler Board Game 2D Hand-drawn Local Multiplayer Singleplayer Magic Adventure PvP Artificial Intelligence PvE Turn-Based Combat Adventure Indie Strategy  Windows   Linux   
1686,774661,Filthy Frank Kart,English,"Sep 29, 2019",True,False,False,"Single-player,Partial Controller Support","Memes,Retro,Indie,Combat Racing,Cartoony,Pixel Graphics,Casual,Racing,Funny,Arcade,Old School,Dark Comedy,Dark Humor,Vehicular Combat,Combat,Singleplayer,Early Access,Driving,3D","Casual,Indie,Racing,Early Access", Windows , , ,Filthy Frank Kart English Single-player Partial Controller Support Memes Retro Indie Combat Racing Cartoony Pixel Graphics Casual Racing Funny Arcade Old School Dark Comedy Dark Humor Vehicular Combat Combat Singleplayer Early Access Driving 3D Casual Indie Racing Early Access  Windows     
17980,935750,Antiquitas,English,"Sep 29, 2018",True,True,True,"Single-player,Includes level editor","Strategy,Simulation,City Builder","Simulation,Strategy", Windows , Linux , Mac ,Antiquitas English Single-player Includes level editor Strategy Simulation City Builder Simulation Strategy  Windows   Linux   Mac 
5709,933300,Wuxia Master,Simplified Chinese Traditional Chinese,"Sep 29, 2018",True,False,False,"Single-player,Steam Achievements,Steam Cloud","RPG,Martial Arts",RPG, Windows , , ,Wuxia Master Simplified Chinese Traditional Chinese Single-player Steam Achievements Steam Cloud RPG Martial Arts RPG  Windows     
28582,937490,Neighbor,English Japanese,"Sep 29, 2018",True,False,False,"Single-player,Steam Cloud","Adventure,Casual,Visual Novel,Horror","Adventure,Casual", Windows , , ,Neighbor English Japanese Single-player Steam Cloud Adventure Casual Visual Novel Horror Adventure Casual  Windows     
2183,268910,Cuphead,English French Italian German Spanish - Spain Japanese Korean Polish Portuguese - Brazil Russian Simplified Chinese Spanish - Latin America,"Sep 29, 2017",True,True,False,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Difficult,Cartoon,Platformer,Co-op,Great Soundtrack,Local Co-Op,2D,Hand-drawn,Multiplayer,Indie,Retro,Cartoony,Bullet Hell,Action,Shoot 'Em Up,Side Scroller,Singleplayer,Colorful,Funny,Atmospheric","Action,Indie", Windows , , Mac ,Cuphead English French Italian German Spanish - Spain Japanese Korean Polish Portuguese - Brazil Russian Simplified Chinese Spanish - Latin America Single-player Multi-player Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Full controller support Steam Trading Cards Steam Cloud Remote Play on Phone Remote Play on Tablet Remote Play on TV Remote Play Together Difficult Cartoon Platformer Co-op Great Soundtrack Local Co-Op 2D Hand-drawn Multiplayer Indie Retro Cartoony Bullet Hell Action Shoot  Em Up Side Scroller Singleplayer Colorful Funny Atmospheric Action Indie  Windows     Mac 
24724,646360,El Ministerio del Tiempo VR: El tiempo en tus manos,Spanish - Spain,"Sep 29, 2017",True,False,False,Single-player,"Adventure,VR",Adventure, Windows , , ,El Ministerio del Tiempo VR: El tiempo en tus manos Spanish - Spain Single-player Adventure VR Adventure  Windows     
270,674250,Resurgence: Earth United,English,"Sep 29, 2017",True,False,False,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements","Action,Indie,Early Access,RPG","Action,Indie,RPG,Early Access", Windows , , ,Resurgence: Earth United English Multi-player PvP Online PvP Co-op Online Co-op Steam Achievements Action Indie Early Access RPG Action Indie RPG Early Access  Windows     
27853,598170,Super,English,"Sep 29, 2017",True,False,False,"Single-player,Partial Controller Support","Violent,Action,Casual,Adventure,Free to Play,Indie,Early Access","Violent,Action,Adventure,Casual,Free to Play,Indie,Early Access", Windows , , ,Super English Single-player Partial Controller Support Violent Action Casual Adventure Free to Play Indie Early Access Violent Action Adventure Casual Free to Play Indie Early Access  Windows     
17487,713860,My Name is Addiction,English,"Sep 29, 2017",True,False,False,Single-player,"Nudity,Adventure,Sexual Content,Violent,Casual","Sexual Content,Nudity,Violent,Adventure,Casual", Windows , , ,My Name is Addiction English Single-player Nudity Adventure Sexual Content Violent Casual Sexual Content Nudity Violent Adventure Casual  Windows     
24303,615270,Star Rage VR,English Simplified Chinese Traditional Chinese,"Sep 29, 2017",True,False,False,Single-player,"Action,Adventure,Indie,VR","Action,Adventure,Indie", Windows , , ,Star Rage VR English Simplified Chinese Traditional Chinese Single-player Action Adventure Indie VR Action Adventure Indie  Windows     
11618,705610,Where They Cremate The Roadkill,English,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements","Action,Indie,Violent,RPG,Nudity,Surreal,Hand-drawn,Atmospheric,Psychological,Experimental,Magic,Modern,Beat 'em up","Nudity,Violent,Action,Indie,RPG", Windows , , ,Where They Cremate The Roadkill English Single-player Steam Achievements Action Indie Violent RPG Nudity Surreal Hand-drawn Atmospheric Psychological Experimental Magic Modern Beat  em up Nudity Violent Action Indie RPG  Windows     
4542,700480,Microsoft Allegiance,English,"Sep 29, 2017",True,False,False,"Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Leaderboards","Free to Play,Strategy,Simulation,Action,Space,Multiplayer,Team-Based","Action,Free to Play,Simulation,Strategy", Windows , , ,Microsoft Allegiance English Multi-player PvP Online PvP Steam Achievements Partial Controller Support Steam Leaderboards Free to Play Strategy Simulation Action Space Multiplayer Team-Based Action Free to Play Simulation Strategy  Windows     
23442,616690,BRKÖUT,English,"Sep 29, 2017",True,False,False,"Single-player,Partial Controller Support","Action,Indie,Adventure,Psychological Horror,Interactive Fiction","Action,Adventure,Indie", Windows , , ,BRKÖUT English Single-player Partial Controller Support Action Indie Adventure Psychological Horror Interactive Fiction Action Adventure Indie  Windows     
15765,696590,XXZ: XXL,English Russian French Italian German Spanish - Spain Arabic Bulgarian Portuguese - Brazil Hungarian Greek Danish Traditional Chinese Simplified Chinese Korean Dutch Norwegian Polish Portuguese Romanian Thai Turkish Ukrainian Finnish Czech Swedish Japanese,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Sexual Content,Nudity,Casual,Indie,RPG,Match 3,Zombies,Turn-Based Tactics,Difficult,Short","Sexual Content,Nudity,Casual,Indie,RPG", Windows , , ,XXZ: XXL English Russian French Italian German Spanish - Spain Arabic Bulgarian Portuguese - Brazil Hungarian Greek Danish Traditional Chinese Simplified Chinese Korean Dutch Norwegian Polish Portuguese Romanian Thai Turkish Ukrainian Finnish Czech Swedish Japanese Single-player Steam Achievements Steam Trading Cards Steam Cloud Sexual Content Nudity Casual Indie RPG Match 3 Zombies Turn-Based Tactics Difficult Short Sexual Content Nudity Casual Indie RPG  Windows     
28723,711230,Titus the Fox,English,"Sep 29, 2017",True,True,True,Single-player,"Action,Adventure,RPG,Platformer,2D,Side Scroller,2D Platformer,Great Soundtrack,Family Friendly","Action,Adventure,RPG", Windows , Linux , Mac ,Titus the Fox English Single-player Action Adventure RPG Platformer 2D Side Scroller 2D Platformer Great Soundtrack Family Friendly Action Adventure RPG  Windows   Linux   Mac 
8457,421710,Space Live - Advent of the Net Idols,English Japanese,"Sep 29, 2017",True,False,False,"Single-player,Steam Trading Cards","Nudity,Casual,Visual Novel,Anime,Comedy,Singleplayer,Cute,Great Soundtrack,Funny,Memes",Casual, Windows , , ,Space Live - Advent of the Net Idols English Japanese Single-player Steam Trading Cards Nudity Casual Visual Novel Anime Comedy Singleplayer Cute Great Soundtrack Funny Memes Casual  Windows     
18833,695980,Labyrinths of the World: Forbidden Muse Collector's Edition,English French German,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements","Adventure,Casual,Hidden Object","Adventure,Casual", Windows , , ,Labyrinths of the World: Forbidden Muse Collector s Edition English French German Single-player Steam Achievements Adventure Casual Hidden Object Adventure Casual  Windows     
24118,703870,Make a word!,English French Italian German Spanish - Spain Portuguese - Brazil Greek Simplified Chinese Portuguese Russian Turkish Japanese,"Sep 29, 2017",True,True,True,"Single-player,Steam Achievements","Casual,Indie","Casual,Indie", Windows , Linux , Mac ,Make a word! English French Italian German Spanish - Spain Portuguese - Brazil Greek Simplified Chinese Portuguese Russian Turkish Japanese Single-player Steam Achievements Casual Indie Casual Indie  Windows   Linux   Mac 
23695,707870,Hoo-Boy,English Hungarian Polish Russian French Italian German Spanish - Spain Simplified Chinese Ukrainian,"Sep 29, 2017",True,False,True,"Single-player,Steam Achievements,Full controller support","Adventure,Indie,Casual,Platformer,Cartoon","Adventure,Casual,Indie", Windows , Linux , ,Hoo-Boy English Hungarian Polish Russian French Italian German Spanish - Spain Simplified Chinese Ukrainian Single-player Steam Achievements Full controller support Adventure Indie Casual Platformer Cartoon Adventure Casual Indie  Windows   Linux   
19309,715980,Eared Hero,English,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,Casual,Simulation","Adventure,Casual,Indie,Simulation", Windows , , ,Eared Hero English Single-player Steam Achievements Steam Trading Cards Adventure Indie Casual Simulation Adventure Casual Indie Simulation  Windows     
