,AppID,Name,Supported languages,Release date,Windows,Mac,Linux,Categories,Tags,Genres,metadata_win,metadata_linux,metadata_mac,full_metadata
17891,1693040,Synthwave Burnout,English French Italian German Spanish - Spain Traditional Chinese Simplified Chinese Korean Polish Russian Turkish Japanese,"Sep 4, 2021",True,False,False,"Single-player,Steam Achievements,Steam Cloud","Action,Racing,Sports,Rhythm,3D,Colorful,Noir,Third Person,1980s,1990's,Atmospheric,Cyberpunk,Futuristic,Retro,Sci-fi,Singleplayer,Music,Soundtrack,Early Access,Indie","Action,Indie,Racing,Sports,Early Access", Windows , , ,Synthwave Burnout English French Italian German Spanish - Spain Traditional Chinese Simplified Chinese Korean Polish Russian Turkish Japanese Single-player Steam Achievements Steam Cloud Action Racing Sports Rhythm 3D Colorful Noir Third Person 1980s 1990 s Atmospheric Cyberpunk Futuristic Retro Sci-fi Singleplayer Music Soundtrack Early Access Indie Action Indie Racing Sports Early Access  Windows     
19185,1292020,Armoured Commander II,English,"Sep 4, 2021",True,False,False,"Single-player,Steam Achievements,Steam Cloud","Tanks,World War II,Rogue-like,Historical,Strategy,Turn-Based Strategy,Retro,Procedural Generation,Military,Wargame,Early Access,Turn-Based Tactics,2D,Minimalist,Realistic,Tactical,War,Combat,Turn-Based Combat,RPG","RPG,Simulation,Strategy", Windows , , ,Armoured Commander II English Single-player Steam Achievements Steam Cloud Tanks World War II Rogue-like Historical Strategy Turn-Based Strategy Retro Procedural Generation Military Wargame Early Access Turn-Based Tactics 2D Minimalist Realistic Tactical War Combat Turn-Based Combat RPG RPG Simulation Strategy  Windows     
22438,1525420,Heads Will Roll,English Russian,"Sep 4, 2021",True,True,True,"Single-player,Steam Achievements","RPG,Adventure,Choices Matter,Strategy RPG,Multiple Endings,Story Rich,Medieval,Swordplay,Turn-Based Tactics,2D,Romance,CRPG,Survival,Colorful,Loot,Combat,Singleplayer,Turn-Based Strategy,Rogue-like,Tactical RPG","Adventure,Indie,RPG", Windows , Linux , Mac ,Heads Will Roll English Russian Single-player Steam Achievements RPG Adventure Choices Matter Strategy RPG Multiple Endings Story Rich Medieval Swordplay Turn-Based Tactics 2D Romance CRPG Survival Colorful Loot Combat Singleplayer Turn-Based Strategy Rogue-like Tactical RPG Adventure Indie RPG  Windows   Linux   Mac 
26860,1605890,To the Max,English,"Sep 4, 2021",True,False,False,"Single-player,Steam Achievements",,"Indie,Early Access", Windows , , ,To the Max English Single-player Steam Achievements  Indie Early Access  Windows     
12109,1731040,Shawarma or Shaverma,English Russian,"Sep 4, 2021",True,False,False,Single-player,"Tactical RPG,Turn-Based Tactics,Hidden Object,Creature Collector,Rogue-lite,Puzzle,Turn-Based Strategy,Strategy RPG,Arcade,Strategy,Rogue-like,RPG,Cooking,Funny,Casual,Turn-Based Combat,Hand-drawn,Stylized,Family Friendly,Singleplayer","Casual,Indie,RPG,Simulation,Strategy", Windows , , ,Shawarma or Shaverma English Russian Single-player Tactical RPG Turn-Based Tactics Hidden Object Creature Collector Rogue-lite Puzzle Turn-Based Strategy Strategy RPG Arcade Strategy Rogue-like RPG Cooking Funny Casual Turn-Based Combat Hand-drawn Stylized Family Friendly Singleplayer Casual Indie RPG Simulation Strategy  Windows     
21729,1727650,死寂（Deathly Stillness）,Simplified Chinese English,"Sep 4, 2021",True,False,False,Single-player,,"Adventure,Casual,Free to Play,Indie", Windows , , ,死寂（Deathly Stillness） Simplified Chinese English Single-player  Adventure Casual Free to Play Indie  Windows     
21897,645930,Zero Killed,English,"Sep 4, 2020",True,False,False,"Single-player,Multi-player,PvP,Online PvP,LAN PvP","Action,Indie,Violent,VR","Action,Indie", Windows , , ,Zero Killed English Single-player Multi-player PvP Online PvP LAN PvP Action Indie Violent VR Action Indie  Windows     
19204,1307550,Craftopia,English Japanese Simplified Chinese Traditional Chinese,"Sep 4, 2020",True,False,False,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Workshop,Partial Controller Support,Steam Cloud,Remote Play on Tablet","Open World,Crafting,Survival,Multiplayer,Sandbox,Open World Survival Craft,RPG,Building,Action,Early Access,Adventure,Online Co-Op,Co-op,Indie,Anime,Hack and Slash,Character Customization,Automation,Singleplayer,Third Person","Action,Adventure,Indie,RPG,Early Access", Windows , , ,Craftopia English Japanese Simplified Chinese Traditional Chinese Single-player Multi-player Co-op Online Co-op LAN Co-op Steam Workshop Partial Controller Support Steam Cloud Remote Play on Tablet Open World Crafting Survival Multiplayer Sandbox Open World Survival Craft RPG Building Action Early Access Adventure Online Co-Op Co-op Indie Anime Hack and Slash Character Customization Automation Singleplayer Third Person Action Adventure Indie RPG Early Access  Windows     
15798,709710,Jung's Labyrinth,English,"Sep 4, 2020",True,True,False,"Single-player,Steam Achievements","Walking Simulator,Atmospheric,Exploration,First-Person,Story Rich,Indie,Adventure,Mystery,Short,Singleplayer,Lovecraftian,Conversation,Emotional,Mythology,Philosophical,Psychological,Dark,Mystery Dungeon,Interactive Fiction,Education","Adventure,Indie", Windows , , Mac ,Jung s Labyrinth English Single-player Steam Achievements Walking Simulator Atmospheric Exploration First-Person Story Rich Indie Adventure Mystery Short Singleplayer Lovecraftian Conversation Emotional Mythology Philosophical Psychological Dark Mystery Dungeon Interactive Fiction Education Adventure Indie  Windows     Mac 
27217,1398570,Last Escape,English,"Sep 4, 2020",True,False,False,Single-player,"Simulation,Action,Survival,Indie,Adventure,Exploration,Minimalist,Atmospheric,Story Rich,Family Friendly,Singleplayer,Comedy,Short,Fast-Paced,Casual,Gore,Dark Humor,Retro,Horror,Survival Horror","Action,Adventure,Casual,Indie,Simulation", Windows , , ,Last Escape English Single-player Simulation Action Survival Indie Adventure Exploration Minimalist Atmospheric Story Rich Family Friendly Singleplayer Comedy Short Fast-Paced Casual Gore Dark Humor Retro Horror Survival Horror Action Adventure Casual Indie Simulation  Windows     
32103,1394750,Mahjong World Contest 2,English German Russian,"Sep 4, 2020",True,False,False,Single-player,"Casual,Singleplayer,Adventure,Indie,Puzzle",Casual, Windows , , ,Mahjong World Contest 2 English German Russian Single-player Casual Singleplayer Adventure Indie Puzzle Casual  Windows     
32772,1160220,Paradise Killer,English Japanese Simplified Chinese Traditional Chinese,"Sep 4, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Story Rich,Investigation,Open World,Female Protagonist,Exploration,Detective,First-Person,Surreal,Point & Click,Choices Matter,RPG,Stylized,Multiple Endings,Crime,Atmospheric,Mystery,Psychedelic,Adventure,Great Soundtrack,Singleplayer","Adventure,Indie,RPG", Windows , , ,Paradise Killer English Japanese Simplified Chinese Traditional Chinese Single-player Steam Achievements Full controller support Steam Cloud Story Rich Investigation Open World Female Protagonist Exploration Detective First-Person Surreal Point & Click Choices Matter RPG Stylized Multiple Endings Crime Atmospheric Mystery Psychedelic Adventure Great Soundtrack Singleplayer Adventure Indie RPG  Windows     
15116,1214520,Pro Gymnast Simulator,English Japanese French Italian German Spanish - Spain Korean Russian Simplified Chinese Traditional Chinese,"Sep 4, 2020",True,True,False,"Single-player,Steam Achievements,Full controller support,Steam Workshop,Includes level editor","Physics,Simulation,Difficult,Sports,2.5D,Realistic,Action,Parkour,Precision Platformer,Funny,Controller,Tutorial,Sandbox,Ninja,Character Customization,Bullet Time,Level Editor,Singleplayer,Indie,Casual","Action,Indie,Simulation,Sports", Windows , , Mac ,Pro Gymnast Simulator English Japanese French Italian German Spanish - Spain Korean Russian Simplified Chinese Traditional Chinese Single-player Steam Achievements Full controller support Steam Workshop Includes level editor Physics Simulation Difficult Sports 2.5D Realistic Action Parkour Precision Platformer Funny Controller Tutorial Sandbox Ninja Character Customization Bullet Time Level Editor Singleplayer Indie Casual Action Indie Simulation Sports  Windows     Mac 
27812,1290770,Mushroom Savior,English French Italian German Czech Simplified Chinese Spanish - Latin America Turkish Ukrainian Russian,"Sep 4, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,Pixel Graphics,2D,GameMaker,Relaxing,Puzzle,Fantasy,Sokoban,Minimalist,Singleplayer,Cute,Family Friendly,Linear,Atmospheric","Adventure,Indie", Windows , , ,Mushroom Savior English French Italian German Czech Simplified Chinese Spanish - Latin America Turkish Ukrainian Russian Single-player Steam Achievements Full controller support Steam Cloud Adventure Indie Pixel Graphics 2D GameMaker Relaxing Puzzle Fantasy Sokoban Minimalist Singleplayer Cute Family Friendly Linear Atmospheric Adventure Indie  Windows     
28964,1367690,Tony Stewart's All-American Racing,English,"Sep 4, 2020",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud","Racing,Driving,Offroad,Physics,Simulation,Sports,Singleplayer,Character Customization,3D,First-Person,Split Screen,Third Person,Local Multiplayer,Multiplayer,Automobile Sim,America","Racing,Simulation,Sports", Windows , , ,Tony Stewart s All-American Racing English Single-player Multi-player PvP Online PvP Shared/Split Screen PvP Shared/Split Screen Steam Achievements Partial Controller Support Steam Cloud Racing Driving Offroad Physics Simulation Sports Singleplayer Character Customization 3D First-Person Split Screen Third Person Local Multiplayer Multiplayer Automobile Sim America Racing Simulation Sports  Windows     
24846,1341720,Alt254,English French Italian German Spanish - Spain Simplified Chinese Russian,"Sep 4, 2020",True,True,True,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Pixel Graphics,Minimalist,Puzzle,Action-Adventure,Abstract,Retro,Hidden Object,2D,Investigation,Mystery,Collectathon,Platformer,Puzzle-Platformer,Mystery Dungeon,Colorful,Philosophical,Combat,Singleplayer,Third Person","Adventure,Indie", Windows , Linux , Mac ,Alt254 English French Italian German Spanish - Spain Simplified Chinese Russian Single-player Steam Achievements Full controller support Steam Cloud Adventure Pixel Graphics Minimalist Puzzle Action-Adventure Abstract Retro Hidden Object 2D Investigation Mystery Collectathon Platformer Puzzle-Platformer Mystery Dungeon Colorful Philosophical Combat Singleplayer Third Person Adventure Indie  Windows   Linux   Mac 
3386,1346400,Battle Engine Aquila,English French Italian German Spanish - Spain,"Sep 4, 2020",True,False,False,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support,Remote Play Together","Mechs,War,Combat,First-Person,Destruction,Local Co-Op,Sci-fi,Military,Shooter,Co-op,Tanks,Local Multiplayer,Vehicular Combat,FPS,Dystopian,PvP,Robots,Action,3D,Futuristic",Action, Windows , , ,Battle Engine Aquila English French Italian German Spanish - Spain Single-player Multi-player PvP Shared/Split Screen PvP Co-op Shared/Split Screen Co-op Shared/Split Screen Partial Controller Support Remote Play Together Mechs War Combat First-Person Destruction Local Co-Op Sci-fi Military Shooter Co-op Tanks Local Multiplayer Vehicular Combat FPS Dystopian PvP Robots Action 3D Futuristic Action  Windows     
4039,1383170,100 RUB: Operation Global Denomination,English French Italian German Spanish - Spain Arabic Bulgarian Portuguese - Brazil Hungarian Vietnamese Greek Danish Spanish - Latin America Traditional Chinese Simplified Chinese Korean Dutch Norwegian Polish Portuguese Romanian Russian Thai Turkish Ukrainian Finnish Czech Swedish Japanese,"Sep 4, 2020",True,False,False,"Single-player,Steam Achievements,Full controller support","Adventure,Platformer,2D Platformer,2D,Comedy,Indie,Perma Death,Singleplayer","Adventure,Indie", Windows , , ,100 RUB: Operation Global Denomination English French Italian German Spanish - Spain Arabic Bulgarian Portuguese - Brazil Hungarian Vietnamese Greek Danish Spanish - Latin America Traditional Chinese Simplified Chinese Korean Dutch Norwegian Polish Portuguese Romanian Russian Thai Turkish Ukrainian Finnish Czech Swedish Japanese Single-player Steam Achievements Full controller support Adventure Platformer 2D Platformer 2D Comedy Indie Perma Death Singleplayer Adventure Indie  Windows     
8752,1107720,Spider Solitaire F,English Simplified Chinese Traditional Chinese Japanese,"Sep 4, 2019",True,False,False,"Single-player,Partial Controller Support","Solitaire,Card Game,Casual,Indie,Tabletop,Board Game,2D,Gambling,Gothic,Singleplayer","Casual,Indie", Windows , , ,Spider Solitaire F English Simplified Chinese Traditional Chinese Japanese Single-player Partial Controller Support Solitaire Card Game Casual Indie Tabletop Board Game 2D Gambling Gothic Singleplayer Casual Indie  Windows     
14636,1144150,Singled Out,English,"Sep 4, 2019",True,True,True,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Arcade,Detective,Score Attack,Action,Casual,Indie,Fast-Paced,Short,Pixel Graphics,Funny,Mouse only,Cartoon,Family Friendly,Difficult,2D,Cartoony,Cute,Procedural Generation,Singleplayer,Replay Value","Action,Casual,Indie", Windows , Linux , Mac ,Singled Out English Single-player Steam Achievements Full controller support Steam Cloud Stats Steam Leaderboards Remote Play on Phone Remote Play on Tablet Arcade Detective Score Attack Action Casual Indie Fast-Paced Short Pixel Graphics Funny Mouse only Cartoon Family Friendly Difficult 2D Cartoony Cute Procedural Generation Singleplayer Replay Value Action Casual Indie  Windows   Linux   Mac 
7427,1005420,Mental House,English French German Spanish - Spain Korean Polish Portuguese Russian Turkish Japanese Simplified Chinese,"Sep 4, 2019",True,True,False,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie,Gore,Violent,Horror","Action,Adventure,Indie", Windows , , Mac ,Mental House English French German Spanish - Spain Korean Polish Portuguese Russian Turkish Japanese Simplified Chinese Single-player Steam Achievements Full controller support Action Adventure Indie Gore Violent Horror Action Adventure Indie  Windows     Mac 
